Wall time,Step,Value
1716821020.909279,0,0.48824503311258277
1716821141.922469,1,0.5551324503311258
1716821260.154965,2,0.5816225165562914
1716821378.263422,3,0.6125827814569537
1716821496.094705,4,0.6230132450331126
1716821614.093542,5,0.6350993377483444
1716821732.495562,6,0.6370860927152318
1716821850.292324,7,0.6399006622516556
1716821968.330981,8,0.6403973509933775
1716822087.289401,9,0.6408940397350993
1716822205.761669,10,0.6412251655629139
1716822323.45046,11,0.6470198675496689
1716822443.990798,12,0.6433774834437086
1716822564.758451,13,0.652317880794702
1716822683.109214,14,0.6504966887417218
1716822804.298491,15,0.6524834437086092
1716822922.580742,16,0.6526490066225166
1716823043.293933,17,0.6551324503311259
1716823161.82225,18,0.660430463576159
1716823282.723866,19,0.6556291390728477
1716823398.66975,20,0.6526490066225166
1716823520.159241,21,0.6605960264900662
1716823638.251326,22,0.6614238410596026
1716823755.865697,23,0.6582781456953642
1716823875.59541,24,0.6581125827814569
1716823993.271208,25,0.6614238410596026
1716824111.807662,26,0.6639072847682119
1716824231.355211,27,0.6642384105960265
1716824352.289351,28,0.6653973509933775
1716824470.10549,29,0.6642384105960265
1716824588.345838,30,0.6653973509933775
1716824704.861851,31,0.6670529801324503
1716824819.850089,32,0.668046357615894
1716824933.809398,33,0.6673841059602649
1716825053.714723,34,0.6693708609271524
1716825171.290221,35,0.6713576158940397
1716825288.217979,36,0.6662251655629139
1716825407.751799,37,0.6652317880794701
1716825523.010675,38,0.6662251655629139
1716825640.103175,39,0.6706953642384106
1716825757.788132,40,0.6678807947019868
1716825875.25063,41,0.6657284768211921
1716825990.016254,42,0.6710264900662252
1716826107.05355,43,0.6688741721854304
1716826222.390677,44,0.6700331125827814
1716826339.131995,45,0.6725165562913907
1716826457.010853,46,0.6688741721854304
1716826574.655153,47,0.6736754966887417
1716826691.184122,48,0.670364238410596
1716826807.59667,49,0.6720198675496689
