Wall time,Step,Value
1716821020.909279,0,0.26983569669263
1716821141.922469,1,0.311185047728204
1716821260.154965,2,0.3309598318675292
1716821378.263422,3,0.3483389346734181
1716821496.094705,4,0.3576313294959988
1716821614.093542,5,0.36401376240465133
1716821732.495562,6,0.36680000802162427
1716821850.292324,7,0.3697067830996073
1716821968.330981,8,0.37055511131081353
1716822087.289401,9,0.37087725730720916
1716822205.761669,10,0.37272726733374767
1716822323.45046,11,0.3746913831676397
1716822443.990798,12,0.37420877907041483
1716822564.758451,13,0.3790205490578463
1716822683.109214,14,0.3792173923152472
1716822804.298491,15,0.3805709251694596
1716822922.580742,16,0.38166264743780604
1716823043.293933,17,0.38251955440472557
1716823161.82225,18,0.3864976661263383
1716823282.723866,19,0.38438523633345284
1716823398.66975,20,0.3835522353092232
1716823520.159241,21,0.38596275011658054
1716823638.251326,22,0.38532885932202404
1716823755.865697,23,0.38588818447364853
1716823875.59541,24,0.38739772416578955
1716823993.271208,25,0.38882818703962496
1716824111.807662,26,0.3925454450598831
1716824231.355211,27,0.3919862120426543
1716824352.289351,28,0.39263790600746384
1716824470.10549,29,0.3924226796003423
1716824588.345838,30,0.3920225891359798
1716824704.861851,31,0.3929610291836064
1716824819.850089,32,0.392237339133618
1716824933.809398,33,0.3923049724000377
1716825053.714723,34,0.3957628270461875
1716825171.290221,35,0.3961846181395226
1716825288.217979,36,0.3957854769468199
1716825407.751799,37,0.39452617578688354
1716825523.010675,38,0.3939208880774658
1716825640.103175,39,0.3946580727963296
1716825757.788132,40,0.3959629707897095
1716825875.25063,41,0.39515026032723
1716825990.016254,42,0.3979478603283329
1716826107.05355,43,0.3972671384559369
1716826222.390677,44,0.3979581397154281
1716826339.131995,45,0.3970320608886184
1716826457.010853,46,0.39693615140797556
1716826574.655153,47,0.39894716542418784
1716826691.184122,48,0.39974131357606085
1716826807.59667,49,0.4002582591085634
