Wall time,Step,Value
1716830953.594629,0,0.3000692809165512
1716831077.599138,1,0.3291458552405543
1716831200.164729,2,0.35593457308654114
1716831321.375317,3,0.36406537902602415
1716831445.774814,4,0.3720003860704759
1716831568.266884,5,0.37818458179162817
1716831694.779045,6,0.3793540158286763
1716831818.207223,7,0.3823391856455117
1716831946.114953,8,0.383865659132676
1716832072.730485,9,0.3851827456010696
1716832201.551316,10,0.3863828331126589
1716832329.335441,11,0.3912067849205347
1716832451.366453,12,0.3915681088149519
1716832570.645764,13,0.3911372499916512
1716832689.794798,14,0.3956564421768911
1716832813.304985,15,0.39531285347174966
1716832934.059451,16,0.39392056572659895
1716833054.985669,17,0.3973392902670594
1716833174.347034,18,0.39569815516975926
1716833294.485482,19,0.3977170507688474
1716833413.939766,20,0.40112922676179663
1716833535.790228,21,0.3993155845608313
1716833655.444836,22,0.40005169030258453
1716833775.236368,23,0.40240556531664723
1716833897.29275,24,0.40219990703630376
1716834018.289188,25,0.4032671087894673
1716834142.280977,26,0.40277411109180505
1716834262.964705,27,0.40080228470382967
1716834387.782625,28,0.40339331982121374
1716834511.872578,29,0.4046168109616915
1716834631.568913,30,0.4024099240450415
1716834752.126733,31,0.40273444372304845
1716834872.622714,32,0.4042131098775219
1716834990.268758,33,0.40362719262769486
1716835108.622078,34,0.404788667310395
1716835229.345452,35,0.4047593480787861
1716835347.215392,36,0.40748475556031327
1716835468.308482,37,0.4047502215864237
1716835587.334336,38,0.40375183045083
1716835705.692069,39,0.4045787038775074
1716835824.154578,40,0.40721585836267443
1716835943.911289,41,0.40686461005806984
1716836061.540827,42,0.40583724138967525
1716836179.235149,43,0.4047363693786173
1716836298.646594,44,0.40599927178839
1716836416.378043,45,0.40504604798253135
1716836537.900763,46,0.40534614775007827
1716836659.35585,47,0.40539256570110166
1716836778.642723,48,0.4051652367818
1716836895.273225,49,0.4074407202457261
