,alias,epoch,hit_ratio,ndcg
49,gmf,49,0.6428807947019868,0.3704329326355797
50,mlp,0,0.4501655629139073,0.2459206857436912
51,mlp,1,0.48841059602649006,0.27084725120778946
52,mlp,2,0.5438741721854304,0.3021202447797937
53,mlp,3,0.5723509933774834,0.32018984698803843
54,mlp,4,0.5854304635761589,0.3248025782939668
55,mlp,5,0.6034768211920529,0.3397697759832284
56,mlp,6,0.6125827814569537,0.34762834912421847
57,mlp,7,0.6152317880794702,0.35158320962527917
58,mlp,8,0.6153973509933774,0.3550738665346475
59,mlp,9,0.6200331125827815,0.3583508758975465
60,mlp,10,0.627317880794702,0.3657421398125638
61,mlp,11,0.6274834437086093,0.36425150890354313
62,mlp,12,0.6357615894039735,0.36561516906436703
63,mlp,13,0.6311258278145695,0.36735252755527675
64,mlp,14,0.6405629139072848,0.3752420217492926
65,mlp,15,0.6357615894039735,0.3726326427865505
66,mlp,16,0.6410596026490066,0.37475912974058173
67,mlp,17,0.6423841059602649,0.3753710489117253
68,mlp,18,0.6410596026490066,0.3765855761647885
69,mlp,19,0.6456953642384106,0.37638783261520237
70,mlp,20,0.640728476821192,0.37669070859471243
71,mlp,21,0.6435430463576159,0.3799140492066488
72,mlp,22,0.6440397350993378,0.3785575167669487
73,mlp,23,0.6437086092715232,0.37808603750322184
74,mlp,24,0.641887417218543,0.3784110821933321
75,mlp,25,0.6447019867549669,0.3786859644537015
76,mlp,26,0.6395695364238411,0.37674283818274334
77,mlp,27,0.6447019867549669,0.3794285475966937
78,mlp,28,0.6443708609271523,0.3777594015043385
79,mlp,29,0.6456953642384106,0.38033336128066625
80,mlp,30,0.6395695364238411,0.37735530490193764
81,mlp,31,0.6495033112582781,0.3787307626663419
82,mlp,32,0.6473509933774835,0.382784120220118
83,mlp,33,0.6485099337748345,0.3831103592977752
84,mlp,34,0.6451986754966887,0.38194525702872023
85,mlp,35,0.6476821192052981,0.3825312181093002
86,mlp,36,0.6460264900662251,0.3828459575386351
87,mlp,37,0.6456953642384106,0.38184964863198456
88,mlp,38,0.6466887417218543,0.37997573209857777
89,mlp,39,0.6516556291390728,0.38285250664484965
90,mlp,40,0.6466887417218543,0.38052321967110014
91,mlp,41,0.6486754966887417,0.380717064449302
92,mlp,42,0.6448675496688742,0.3784657444725861
93,mlp,43,0.6524834437086092,0.38104685427264084
94,mlp,44,0.6513245033112582,0.38292839087190433
95,mlp,45,0.6490066225165563,0.3826884195767832
96,mlp,46,0.6541390728476821,0.38377052934533085
97,mlp,47,0.6576158940397351,0.3844313206326315
98,mlp,48,0.654635761589404,0.3852908977263422
99,mlp,49,0.6501655629139073,0.38331559832163464
100,neumf,0,0.544205298013245,0.3036427689496357
101,neumf,1,0.5824503311258278,0.33025368405538974
102,neumf,2,0.6071192052980132,0.34671812044917016
103,neumf,3,0.6274834437086093,0.3613556793802321
104,neumf,4,0.6309602649006623,0.36531761281983566
105,neumf,5,0.635430463576159,0.36838733784348393
106,neumf,6,0.6465231788079471,0.3775959675149737
107,neumf,7,0.6447019867549669,0.3776057756678256
108,neumf,8,0.6571192052980133,0.3823859569946199
109,neumf,9,0.6543046357615894,0.37970540692729254
110,neumf,10,0.6576158940397351,0.38347728979529916
111,neumf,11,0.6630794701986755,0.38583381315226306
112,neumf,12,0.6650662251655629,0.38854618033791166
113,neumf,13,0.6647350993377483,0.38826067671464726
114,neumf,14,0.6663907284768212,0.39263915630577767
115,neumf,15,0.6687086092715232,0.392001349555973
116,neumf,16,0.6655629139072847,0.3919448658828248
117,neumf,17,0.6672185430463576,0.39407892866757527
118,neumf,18,0.6731788079470199,0.397691524183503
119,neumf,19,0.6721854304635762,0.396212458481203
120,neumf,20,0.6683774834437086,0.3941645796842671
121,neumf,21,0.6698675496688742,0.3951107560177667
122,neumf,22,0.6733443708609271,0.39641833427398904
123,neumf,23,0.6733443708609271,0.39456763468401185
124,neumf,24,0.6711920529801324,0.39935476642492135
125,neumf,25,0.6731788079470199,0.39755568790072676
126,neumf,26,0.6736754966887417,0.40015657716834035
127,neumf,27,0.6711920529801324,0.39956711042723453
128,neumf,28,0.6798013245033112,0.4002398769845077
129,neumf,29,0.6783112582781456,0.40148315563069975
130,neumf,30,0.676158940397351,0.40065028963401
131,neumf,31,0.6746688741721855,0.40010263185677825
132,neumf,32,0.6768211920529801,0.40071571575848847
133,neumf,33,0.6763245033112583,0.40041394312630013
134,neumf,34,0.677317880794702,0.40076852619382686
135,neumf,35,0.6769867549668874,0.40080673798717525
136,neumf,36,0.6789735099337748,0.4002950285208963
137,neumf,37,0.6769867549668874,0.4015068389833679
138,neumf,38,0.6783112582781456,0.40128748066809244
139,neumf,39,0.6794701986754967,0.40178827559690483
140,neumf,40,0.6738410596026491,0.39926738633110875
141,neumf,41,0.6798013245033112,0.40313128283147254
142,neumf,42,0.6798013245033112,0.4017884257519157
143,neumf,43,0.6816225165562914,0.40370699394988757
144,neumf,44,0.6804635761589404,0.40319571570484974
145,neumf,45,0.6788079470198676,0.40316831618615667
146,neumf,46,0.6763245033112583,0.40358121094526295
147,neumf,47,0.6791390728476822,0.4038260531158731
148,neumf,48,0.6774834437086092,0.4032292268975356
149,neumf,49,0.6799668874172186,0.40318788790279625
