,alias,epoch,hit_ratio,ndcg
206,mlp_4,6,0.6129139072847682,0.34941940535509025
207,mlp_4,7,0.616225165562914,0.3552970622345963
208,mlp_4,8,0.6230132450331126,0.36114480880404426
209,mlp_4,9,0.6278145695364239,0.36420242739537384
210,mlp_4,10,0.6341059602649006,0.3681738643496795
211,mlp_4,11,0.6359271523178808,0.3702602529580346
212,mlp_4,12,0.6357615894039735,0.37111570167701846
213,mlp_4,13,0.6321192052980132,0.3704131826126194
214,mlp_4,14,0.6394039735099337,0.3723494835729064
215,mlp_4,15,0.6433774834437086,0.37583431753043933
216,mlp_4,16,0.6422185430463576,0.37691216534559024
217,mlp_4,17,0.6415562913907285,0.37665329893149346
218,mlp_4,18,0.6417218543046358,0.3743858674095822
219,mlp_4,19,0.6413907284768212,0.3761012007890936
220,mlp_4,20,0.6405629139072848,0.37597502034664254
221,mlp_4,21,0.6425496688741722,0.37564249656137144
222,mlp_4,22,0.6465231788079471,0.3814453986544549
223,mlp_4,23,0.643046357615894,0.3774231046028862
224,mlp_4,24,0.6483443708609271,0.3795555362930922
225,mlp_4,25,0.6422185430463576,0.37916567533661133
226,mlp_4,26,0.6455298013245033,0.3810186298177606
227,mlp_4,27,0.6483443708609271,0.37947124113684594
228,mlp_4,28,0.6440397350993378,0.3801474026112822
229,mlp_4,29,0.6465231788079471,0.3806462329912113
230,mlp_4,30,0.6483443708609271,0.3825605808179506
231,mlp_4,31,0.6450331125827815,0.3817124029122914
232,mlp_4,32,0.6481788079470199,0.3795383380317385
233,mlp_4,33,0.6485099337748345,0.3816824363595089
234,mlp_4,34,0.6465231788079471,0.3822065976614511
235,mlp_4,35,0.6468543046357615,0.3823416436602741
236,mlp_4,36,0.6463576158940397,0.38315080533001034
237,mlp_4,37,0.6465231788079471,0.3824296853902706
238,mlp_4,38,0.644205298013245,0.3812088743566282
239,mlp_4,39,0.6438741721854304,0.3799961583495302
240,mlp_4,40,0.6498344370860927,0.3833974703967184
241,mlp_4,41,0.6471854304635761,0.3823248567210126
242,mlp_4,42,0.6498344370860927,0.38379717548052233
243,mlp_4,43,0.6451986754966887,0.3814328762078041
244,mlp_4,44,0.6476821192052981,0.38231852283323914
245,mlp_4,45,0.6485099337748345,0.38285995993937905
246,mlp_4,46,0.651158940397351,0.3835074745433099
247,mlp_4,47,0.648841059602649,0.38046956579858726
248,mlp_4,48,0.6475165562913907,0.3838102734608493
249,mlp_4,49,0.6509933774834437,0.38330794317207234
