Hit Ratio,NDCG
0.4890728476821192,0.2717682672489257
0.5278145695364238,0.29298371074684487
0.5480132450331126,0.3068737224176687
0.5650662251655629,0.3161395625497233
0.5827814569536424,0.32944424660940663
0.6074503311258278,0.34752821306107956
0.6152317880794702,0.35036825487286555
0.6200331125827815,0.3543813492382506
0.6223509933774835,0.3551934397414326
0.6346026490066226,0.36140065738940746
0.6375827814569537,0.3637988743384767
0.6370860927152318,0.3638979203806314
0.6405629139072848,0.3652493493877785
0.6395695364238411,0.36706497496772444
0.6392384105960265,0.36478130422486305
0.6392384105960265,0.3669306574765345
0.6420529801324504,0.36655446551607157
0.6428807947019868,0.3678629401050774
0.6379139072847683,0.3647901981369242
0.6387417218543047,0.3650812177896248
0.6402317880794702,0.36821529311394713
0.6392384105960265,0.365433696517577
0.6384105960264901,0.365426419236057
0.6402317880794702,0.3659503647714877
0.6397350993377483,0.36792023541200397
0.6399006622516556,0.3675338918572527
0.635430463576159,0.36426422263058905
0.6402317880794702,0.36715541332001167
0.6385761589403973,0.36704272755743916
0.6392384105960265,0.3662987964234237
0.640728476821192,0.3663444138490782
0.6395695364238411,0.3658673948822481
0.6397350993377483,0.3675045750093849
0.6440397350993378,0.3695329530210286
0.6417218543046358,0.36835131410625266
0.6382450331125827,0.36730427969459195
0.6369205298013245,0.36748014867384843
0.6382450331125827,0.36711575188629747
0.6355960264900662,0.3653186184231334
0.6405629139072848,0.36852609681382786
0.6422185430463576,0.36987862678242456
0.6405629139072848,0.3680907285394617
0.6420529801324504,0.36828384722564217
0.6408940397350993,0.36784011882508255
0.6423841059602649,0.36680792234437604
0.6390728476821192,0.3676388331064545
0.6377483443708609,0.36625494529311403
0.6413907284768212,0.3696688514867604
0.640728476821192,0.3677681153785051
0.6397350993377483,0.3667541415991919
0.6395695364238411,0.36731013074822816
0.6417218543046358,0.36584961604667304
0.6403973509933775,0.3682179528024588
0.6397350993377483,0.3672019044020275
0.6403973509933775,0.36703734043500014
0.6355960264900662,0.3659293013414592
0.6372516556291391,0.3666226662170531
0.6399006622516556,0.3678332792419606
0.6403973509933775,0.3679221723274985
0.6422185430463576,0.36749959796121523
0.6392384105960265,0.36709624483939785
0.6399006622516556,0.3690586946034628
0.6380794701986755,0.366608676346103
0.6399006622516556,0.3678750053347745
0.6397350993377483,0.36886805766874636
0.6403973509933775,0.3686775321363765
0.6410596026490066,0.3697305877960133
0.6425496688741722,0.3688004617772855
0.6399006622516556,0.36852459524773257
0.6420529801324504,0.36889037044316175
0.6403973509933775,0.369449635779539
0.6437086092715232,0.36982022611412946
0.6394039735099337,0.3683162876414102
0.6422185430463576,0.3703712958901317
0.6412251655629139,0.37001381279378803
0.6415562913907285,0.36771510871892454
0.6402317880794702,0.36853451077685195
0.6397350993377483,0.36864743267299444
0.6400662251655629,0.3691890876009104
0.6395695364238411,0.36733012881251825
0.6395695364238411,0.36837790160288
0.6397350993377483,0.36845316744434947
0.640728476821192,0.36941286359989867
0.6402317880794702,0.3684231900776975
0.6400662251655629,0.36885533085482114
0.6412251655629139,0.3686101998008865
0.6370860927152318,0.3676204581473866
0.6390728476821192,0.36724656452487436
0.6402317880794702,0.36919319539651974
0.6425496688741722,0.37214625402608825
0.6400662251655629,0.36853144599363125
0.640728476821192,0.3689953278379282
0.6403973509933775,0.36862580747686513
0.6390728476821192,0.3673227376965629
0.6400662251655629,0.36863487612997664
0.6379139072847683,0.3681914207584289
0.6382450331125827,0.36780616406402783
0.6413907284768212,0.3695319468383567
0.6394039735099337,0.3697963080038824
0.6410596026490066,0.37057272317736645
