HR,NDCG
0.44867549668874174,0.24688948647975412
0.44933774834437085,0.24873501293716005
0.4554635761589404,0.25467533566095635
0.49205298013245036,0.2730064557872992
0.5099337748344371,0.28685737622604196
0.5276490066225166,0.2965304659377124
0.5374172185430464,0.2989960026633116
0.5435430463576159,0.3030261053118994
0.5503311258278145,0.30755823071937394
0.5554635761589404,0.31031973861143736
0.5632450331125828,0.3133237126740382
0.5701986754966888,0.31916312594689283
0.5706953642384106,0.32090467246960064
0.573841059602649,0.3246541690630971
0.5791390728476821,0.3257192692921266
0.5857615894039735,0.32933801828457054
0.5842715231788079,0.32993190646936027
0.5827814569536424,0.32988499587845227
0.5854304635761589,0.3331878181473188
0.5918874172185431,0.3348983723222766
0.5927152317880795,0.3358457320260906
0.5942052980132451,0.336266127023188
0.5897350993377484,0.3369785179469783
0.5938741721854305,0.33794304459432833
0.5933774834437087,0.3384551857080891
0.5950331125827815,0.338364068813683
0.5932119205298013,0.3379367551677048
0.597682119205298,0.3394102175690803
0.5917218543046358,0.3352765379940186
0.5963576158940397,0.33931652705803483
0.5951986754966887,0.33715606417668664
0.5991721854304636,0.33923195279466983
0.5995033112582782,0.3395105279944906
0.5960264900662252,0.3395804051621424
0.5968543046357616,0.33858030768581293
0.6006622516556291,0.3413849708567586
0.6003311258278146,0.3415105573206943
0.6016556291390729,0.34216833434145577
0.6013245033112583,0.34213318082133315
0.6031456953642385,0.3416138467675979
0.6003311258278146,0.3425360147466611
0.6016556291390729,0.3420207502718227
0.6039735099337749,0.34351982969604283
0.6062913907284768,0.3432170946978806
0.6026490066225165,0.3420013575767604
0.6004966887417219,0.3406855549282801
0.6009933774834437,0.34224626249735357
0.6043046357615894,0.3441472043794893
0.6049668874172185,0.3425695128522812
0.6003311258278146,0.3390867423771491
0.6071192052980132,0.34387858983718855
0.6041390728476821,0.3433888857168709
0.6052980132450331,0.3416980010248917
0.6062913907284768,0.3428327346636866
0.6059602649006622,0.34354089202009086
0.6061258278145696,0.34336732893944355
0.605794701986755,0.3444214121877346
0.6024834437086093,0.3423210232149972
0.6038079470198675,0.3437544828061498
0.6071192052980132,0.3447319720239599
0.6107615894039735,0.34323810485547757
0.6052980132450331,0.34040797725411126
0.6097682119205298,0.34344268537642525
0.6071192052980132,0.3429153900028613
0.6072847682119206,0.343592381002004
0.6076158940397351,0.34535010510498415
0.6049668874172185,0.3419961812313186
0.608112582781457,0.345300427482558
0.6039735099337749,0.3411737483519396
0.6105960264900663,0.3427389284808264
0.6061258278145696,0.34277959217846465
0.6062913907284768,0.3435487313904832
0.6008278145695364,0.3412177538803754
0.6028145695364239,0.3399818218299476
0.6019867549668875,0.34175778062284107
0.6064569536423841,0.34219153770415056
0.6043046357615894,0.34081378355796
0.6051324503311258,0.3407034027429295
0.6023178807947019,0.3402371612062534
0.6139072847682119,0.3456573566502152
0.604635761589404,0.3425169542712126
0.6084437086092715,0.344357939893133
0.6087748344370861,0.3437515764756308
0.6066225165562914,0.3418036782554236
0.6056291390728477,0.3426613158442206
0.605794701986755,0.3426570056695211
0.6064569536423841,0.3427926380868485
0.6094370860927152,0.344202617810184
0.6067880794701986,0.3436302141601704
0.6067880794701986,0.3435254719492055
0.608112582781457,0.3433708805096952
0.6084437086092715,0.34400086240905164
0.6072847682119206,0.3435912080500949
0.6077814569536424,0.345002043695675
0.606953642384106,0.344273370932884
0.6051324503311258,0.34164431629951153
0.6094370860927152,0.34430991319771054
0.6082781456953642,0.34597416330906394
0.6127483443708609,0.3452340826311962
0.6094370860927152,0.34577580200938557
