HR,NDCG
0.45397350993377483,0.25082234302297024
0.47019867549668876,0.2577733949681808
0.4899006622516556,0.2702370566383931
0.5076158940397351,0.27894008553663946
0.534933774834437,0.2989699826670545
0.5620860927152318,0.3112086919569157
0.5718543046357616,0.32122170323658006
0.5733443708609272,0.3199750583916743
0.5846026490066225,0.3268710438203858
0.5849337748344371,0.3286511257285697
0.5877483443708609,0.32967594806909817
0.5917218543046358,0.33271941526900334
0.5947019867549669,0.3348888072768829
0.597682119205298,0.33689907139324826
0.5971854304635762,0.33936756365633547
0.6039735099337749,0.3419321266286811
0.6009933774834437,0.3412966491021446
0.609271523178808,0.3447995232725718
0.6019867549668875,0.34365426162968904
0.604635761589404,0.34563198632653447
0.6107615894039735,0.34755034300975113
0.6114238410596027,0.34808715328169987
0.6109271523178808,0.3485536734843428
0.6142384105960265,0.3504722182398975
0.6119205298013245,0.35110973787112004
0.6173841059602649,0.3516602724061216
0.6153973509933774,0.35012449256455136
0.614569536423841,0.3511342983029773
0.6155629139072848,0.3527986614979687
0.6142384105960265,0.3526460804889898
0.6129139072847682,0.3527302592085458
0.6140728476821192,0.35191015096673645
0.6158940397350994,0.3540350702163105
0.6230132450331126,0.3558215406861194
0.616225165562914,0.35234483655845855
0.6177152317880795,0.35433476421678284
0.6200331125827815,0.35509245406985673
0.621523178807947,0.3569026598972341
0.6274834437086093,0.3600953570507918
0.6195364238410596,0.35584171662143316
0.6203642384105961,0.35715389477118853
0.6246688741721854,0.3581276992786924
0.6190397350993377,0.35502694746210167
0.6190397350993377,0.35694589196661675
0.6200331125827815,0.35742261407954007
0.6182119205298013,0.3546644885653252
0.6198675496688741,0.3587355799958386
0.6188741721854305,0.3569315345238779
0.6192052980132451,0.3570430277510442
0.6188741721854305,0.35629515762102604
0.6183774834437086,0.3564567783582858
0.6233443708609272,0.35656701844994654
0.6178807947019868,0.3581089804036387
0.6182119205298013,0.35774315575464816
0.6223509933774835,0.35801165110292715
0.6200331125827815,0.35749302871134125
0.6187086092715232,0.35638269882269674
0.621523178807947,0.3589674589724701
0.6197019867549669,0.35971754303776243
0.6192052980132451,0.35766116742136594
0.6155629139072848,0.35674765434742195
0.621523178807947,0.35848348489966375
0.622682119205298,0.35840451277623947
0.6240066225165563,0.35927246162820425
0.6251655629139072,0.3586167146695493
0.6254966887417218,0.3604385221311604
0.6218543046357616,0.35828337868787574
0.6216887417218543,0.3598674928556145
0.6220198675496689,0.3600551254186522
0.6231788079470199,0.3594340549925672
0.6246688741721854,0.360721706434809
0.6216887417218543,0.3602742497166862
0.6254966887417218,0.3616649919756743
0.6235099337748344,0.35962243398604804
0.6230132450331126,0.36218205772213496
0.6231788079470199,0.3598118718808376
0.6264900662251656,0.3635871778480082
0.6246688741721854,0.36301295146776635
0.626158940397351,0.3625460404216075
0.6236754966887417,0.3627395498054524
0.6240066225165563,0.3625893273726372
0.622682119205298,0.3609345464051697
0.621523178807947,0.35821834274751024
0.6248344370860928,0.36065801828247607
0.627317880794702,0.36117743072694997
0.6248344370860928,0.3604983789232201
0.6233443708609272,0.35903481542326837
0.6266556291390728,0.36166619766973984
0.625,0.36037533798135585
0.6309602649006623,0.36232157544652743
0.6263245033112583,0.36040294765129693
0.627317880794702,0.36181096334022694
0.6268211920529801,0.3608320548668322
0.6240066225165563,0.36082921898238546
0.6294701986754967,0.3629307345054626
0.6264900662251656,0.36189854846883335
0.6245033112582782,0.3606614203866986
0.622682119205298,0.3593941354535187
0.6228476821192053,0.35988261081594025
0.6288079470198675,0.36153849929225185
