HR,NDCG
0.44437086092715233,0.24383693276807428
0.4501655629139073,0.24985195827978196
0.4951986754966887,0.2728382557384464
0.5364238410596026,0.2989506646394935
0.5594370860927153,0.31372440708483
0.5789735099337748,0.32421884771466597
0.5945364238410596,0.3353928242063458
0.5920529801324503,0.3364691786813412
0.6033112582781457,0.3429215995859239
0.6112582781456953,0.3500856101279193
0.6139072847682119,0.35412166778290943
0.6182119205298013,0.35726954314399373
0.6195364238410596,0.3573286158339027
0.6192052980132451,0.3591646615465587
0.627317880794702,0.36171996165093556
0.6306291390728477,0.3655619349295226
0.6296357615894039,0.3671380183740437
0.6298013245033113,0.36522441853714616
0.6374172185430463,0.36852077609694656
0.6432119205298014,0.37170529426802745
0.6346026490066226,0.3690022295637171
0.6347682119205298,0.3702862128649226
0.6375827814569537,0.37068553747270444
0.6405629139072848,0.3712294577053703
0.6410596026490066,0.37310453841240465
0.6417218543046358,0.37339442613565943
0.6394039735099337,0.37085290409628036
0.6397350993377483,0.3704037043423946
0.6399006622516556,0.37338543576672706
0.6405629139072848,0.37036938651627616
0.6433774834437086,0.3727335362661655
0.6403973509933775,0.3730916733057746
0.6433774834437086,0.37486098329915524
0.6412251655629139,0.3728042139302149
0.6468543046357615,0.3762447413933401
0.6447019867549669,0.3769437652509231
0.6428807947019868,0.3739830511269228
0.6435430463576159,0.3747979103080985
0.6468543046357615,0.3771485600363289
0.6470198675496689,0.37573962361506474
0.6480132450331125,0.37767771684156476
0.6493377483443709,0.3778290591369871
0.6458609271523179,0.37634338647077265
0.6448675496688742,0.3765572113044824
0.6438741721854304,0.37563354095204377
0.6458609271523179,0.3777952162900908
0.6485099337748345,0.37824410774112416
0.6427152317880794,0.3761745212020686
0.6415562913907285,0.375542759726257
0.6445364238410596,0.3748166288421878
0.6506622516556292,0.3803883596920297
0.6504966887417218,0.380955249058169
0.6432119205298014,0.3770235155156167
0.65,0.38056831567266014
0.6451986754966887,0.37862578935730345
0.6447019867549669,0.376428411493798
0.6428807947019868,0.37743199550558626
0.6466887417218543,0.3786000030681906
0.6508278145695364,0.3799900818545819
0.6451986754966887,0.3765215662878243
0.6486754966887417,0.37832493950256807
0.6420529801324504,0.37548596027801573
0.6468543046357615,0.37950368945814145
0.6458609271523179,0.37842064790605445
0.648841059602649,0.3795124407522205
0.6468543046357615,0.37837826808705094
0.6420529801324504,0.3770557605634679
0.6466887417218543,0.37954658191915003
0.6490066225165563,0.3804772765684144
0.6432119205298014,0.37661063769752195
0.6427152317880794,0.3785376796065985
0.6413907284768212,0.3759813069642129
0.6456953642384106,0.37827767916531846
0.6461920529801325,0.378010871860504
0.6432119205298014,0.37582113029653186
0.6451986754966887,0.37811198931550266
0.6465231788079471,0.37603540298167004
0.65,0.38073917737953855
0.643046357615894,0.3752899503300662
0.6422185430463576,0.3728847732785806
0.6483443708609271,0.3779204554235739
0.6440397350993378,0.3768909301418861
0.6458609271523179,0.37952585495246066
0.6450331125827815,0.3779018959288549
0.6448675496688742,0.3780047896825439
0.6435430463576159,0.37897385531091565
0.6437086092715232,0.3770639279995351
0.6456953642384106,0.3779795177448201
0.6493377483443709,0.3816433521998911
0.648841059602649,0.3802449076325767
0.6478476821192053,0.37830797726901005
0.6473509933774835,0.3807523647451206
0.6408940397350993,0.3785244291957364
0.6471854304635761,0.3800083116370006
0.6463576158940397,0.37981841164811375
0.6461920529801325,0.3788962680200874
0.6440397350993378,0.37797866024078935
0.645364238410596,0.3787837377086225
0.6410596026490066,0.3759759999865325
0.6471854304635761,0.378718485542714
