Epoch,Loss,HR@10,NDCG@10
1,0.3856171293334997,0.5503311258278145,0.32616001489422114
2,0.35476404540411144,0.5509933774834437,0.3279617550336475
3,0.3539105001687683,0.555794701986755,0.32861506057439177
4,0.3534906571210313,0.5498344370860927,0.32746806046179716
5,0.3532529237459897,0.5519867549668874,0.32867183803219097
6,0.35314581140190293,0.5538079470198676,0.32855440095255645
7,0.35304135406710047,0.5541390728476822,0.3287810305057551
8,0.35298953580862735,0.5528145695364238,0.329014435462193
9,0.35292723295843853,0.5543046357615894,0.32943178876685425
10,0.3528927467380572,0.5559602649006623,0.3296153680930432
11,0.35286832413094193,0.5544701986754967,0.3289735941953812
12,0.3528148091100768,0.5543046357615894,0.3296343195087558
13,0.3527867438221029,0.553476821192053,0.3293360619802715
14,0.3527592755459251,0.554635761589404,0.32967828594625265
15,0.35274095799626604,0.5544701986754967,0.32885320392747674
16,0.352727162950232,0.5526490066225166,0.32827591096208264
17,0.3527070987327207,0.5538079470198676,0.3289619856387544
18,0.35268808341744706,0.5538079470198676,0.32913003099466476
19,0.35267515855673215,0.5536423841059602,0.32923774725562505
20,0.3526697453180564,0.5518211920529801,0.328430233774248
21,0.3526591304363921,0.5539735099337748,0.32871482521620643
22,0.3526441210086608,0.5524834437086092,0.32842650930155337
23,0.3526360143199543,0.5514900662251656,0.32775099582060807
24,0.35220486982426147,0.5541390728476822,0.32890842179374785
25,0.35219745690267124,0.5543046357615894,0.32930617621581787
26,0.3521951358413581,0.5539735099337748,0.3291036769327535
27,0.35219435203546856,0.5543046357615894,0.3294990990891042
28,0.352142492902032,0.5543046357615894,0.3295266192729601
29,0.352144761749548,0.5543046357615894,0.3294776956362983
30,0.3521413068778418,0.5543046357615894,0.32952915451286585
31,0.3521418098146825,0.5541390728476822,0.329483685978893
32,0.35213506601015215,0.5541390728476822,0.32948664433262603
33,0.3521359807321837,0.5541390728476822,0.32948664433262603
34,0.3521371349776532,0.5541390728476822,0.32948664433262603
35,0.35213431821079194,0.5541390728476822,0.32948664433262603
36,0.35213360387229586,0.5541390728476822,0.32948664433262603
37,0.35213278578531687,0.5541390728476822,0.32948664433262603
38,0.3521371646573026,0.5541390728476822,0.32948664433262603
39,0.3521349027195636,0.5541390728476822,0.32948664433262603
40,0.3521363930577773,0.5541390728476822,0.32948664433262603
