Epoch,Loss,HR@10,NDCG@10
1,0.3753126645901205,0.5501655629139073,0.3246728978033518
2,0.3553401466880975,0.5554635761589404,0.32708152281418634
3,0.35355151753079866,0.5552980132450331,0.329987818330709
4,0.35101532701013033,0.5539735099337748,0.3310214468899785
5,0.348621058509752,0.555794701986755,0.33213323184327304
6,0.34684852851088216,0.562748344370861,0.3345341785051979
7,0.34519992111782444,0.5655629139072847,0.3383493072524654
8,0.3434049437250987,0.5716887417218544,0.34267355736857413
9,0.3413809010040898,0.5774834437086093,0.3465491524099511
10,0.3390813139327149,0.5887417218543046,0.35428527557734446
11,0.33671433874474826,0.5918874172185431,0.35751073059240274
12,0.3345164954213324,0.5956953642384106,0.36187284328969044
13,0.33252390250663844,0.6049668874172185,0.3665773840900399
14,0.3307668483286158,0.609271523178808,0.3688039203645945
15,0.32912322875870986,0.6135761589403973,0.37162222615626633
16,0.32741108984596984,0.6193708609271523,0.37591837932221644
17,0.3254569200079769,0.6221854304635761,0.3793511801228839
18,0.32340642637003164,0.6291390728476821,0.38338079729294006
19,0.3216635550306406,0.6321192052980132,0.3880999380395796
20,0.32024899058470907,0.6375827814569537,0.3897662772813711
21,0.31905529960961887,0.6402317880794702,0.39170361354001754
22,0.31797849668958095,0.640728476821192,0.3919254065287254
23,0.3169858863253025,0.6466887417218543,0.39597596138413765
24,0.3159938984254627,0.6485099337748345,0.3969909589939256
25,0.31506346009625585,0.6509933774834437,0.39820188172549337
26,0.314168159147729,0.654635761589404,0.4001535432547757
27,0.3133406415633819,0.6577814569536424,0.40272264860084334
28,0.3125834128638253,0.6591059602649006,0.4039203792003726
29,0.3118237529690624,0.6609271523178808,0.4048936760416448
30,0.3110933559321575,0.6629139072847682,0.40743556240570833
31,0.3104093142493232,0.6663907284768212,0.40929051733030525
32,0.3096940133010055,0.6672185430463576,0.41062401534416143
33,0.30907593735899375,0.6698675496688742,0.41142071400258995
34,0.30844884753179125,0.6670529801324503,0.41068704416068647
35,0.3079364639009107,0.6685430463576159,0.4117939506393245
36,0.3074032577169111,0.6687086092715232,0.4122498904941995
37,0.30693570763506106,0.6697019867549668,0.41387442950230835
38,0.3064720225945127,0.6706953642384106,0.4157867823350476
39,0.3060668972637309,0.6745033112582781,0.4157037904594331
40,0.3056691731035886,0.6720198675496689,0.4139785884832974
