Epoch,Loss,HR@10,NDCG@10
1,0.3620023333805044,0.5549668874172186,0.32841831315923126
2,0.34668682005125123,0.5778145695364238,0.34659398692186416
3,0.32822105124300127,0.6200331125827815,0.37685934387581027
4,0.3140862396127728,0.6548013245033113,0.4048425590011354
5,0.3021090612100086,0.6852649006622517,0.42677748282142824
6,0.29315155607447496,0.7001655629139073,0.4410353194865552
7,0.2861041469730483,0.7102649006622517,0.44920942056750374
8,0.28001003676535846,0.7206953642384106,0.4585325769029601
9,0.2747030590149482,0.7279801324503311,0.4681130386843247
10,0.2698680680719216,0.7326158940397351,0.4732767388965141
11,0.2655901622501214,0.7390728476821192,0.47907594134163983
12,0.26167542932573623,0.7425496688741722,0.4826428366434661
13,0.2580002119079661,0.7513245033112583,0.48829415682087834
14,0.25474360856055445,0.7481788079470199,0.48735179699437536
15,0.2516494885010844,0.7498344370860928,0.48721825880641334
16,0.24877347924518817,0.751158940397351,0.4900419751310916
17,0.2461391631236216,0.7503311258278146,0.4913989489816324
18,0.24363323249241534,0.7498344370860928,0.49140939613217405
19,0.24131152143650297,0.7490066225165563,0.4910779789560303
20,0.23913799241758463,0.7572847682119205,0.49609230553022665
21,0.23704090537981926,0.7561258278145695,0.49351881080019055
22,0.23508564968294504,0.7538079470198675,0.49079345913667155
23,0.23323726243859888,0.7566225165562914,0.4937639872341225
24,0.23148932719394216,0.7539735099337749,0.49063894344849496
25,0.22980003171561064,0.7546357615894039,0.49090650964519594
26,0.22818084274340228,0.7548013245033113,0.4905584091922272
27,0.22664981477317356,0.751158940397351,0.4910281607081165
28,0.22522919096708105,0.756953642384106,0.49084505308307746
29,0.22381213702820693,0.7577814569536424,0.49089143668594964
30,0.22242166202997438,0.7548013245033113,0.48754575912211634
31,0.22114826478855823,0.7518211920529801,0.4865958710678
32,0.21992724462481703,0.7503311258278146,0.4846535488875693
33,0.2187643167626675,0.7491721854304636,0.48094635540084246
34,0.21759717033808676,0.746523178807947,0.478653063990257
35,0.21647734690737205,0.747682119205298,0.48150063480809013
36,0.21545906579715768,0.743046357615894,0.48016078526915723
37,0.21437575319841531,0.7466887417218543,0.479601285451151
38,0.2134407985721957,0.7451986754966887,0.47421181976768423
39,0.21249265166654488,0.7483443708609272,0.47800122139203444
40,0.2116918980714484,0.741887417218543,0.4746665292686656
