Hit Ratio,NDCG
0.47649006622516554,0.2651906459668894
0.5004966887417218,0.2774999526856172
0.536092715231788,0.2973409856791417
0.5642384105960265,0.31567670515126006
0.5817880794701987,0.32960819977438066
0.5973509933774834,0.34010461366962225
0.6117549668874173,0.3505759545681499
0.6233443708609272,0.35449449555740914
0.6289735099337749,0.35886314259523805
0.635430463576159,0.36223644088630386
0.6346026490066226,0.3642628258093243
0.6392384105960265,0.3665951470598053
0.6389072847682119,0.36708715364681593
0.6399006622516556,0.36586431104777145
0.6377483443708609,0.36696816433491103
0.6395695364238411,0.3671361777679213
0.6365894039735099,0.36524231550377895
0.6399006622516556,0.3693047924125687
0.6392384105960265,0.36700272087356817
0.6379139072847683,0.3672158269453493
0.6410596026490066,0.36644701421043513
0.6352649006622516,0.3654457698732518
0.6399006622516556,0.3664148241019112
0.6405629139072848,0.3674361368769574
0.6402317880794702,0.3690908733180279
0.6387417218543047,0.36856845067075256
0.6392384105960265,0.3680826649865913
0.6389072847682119,0.3684581390443704
0.6380794701986755,0.3683970361173792
0.6390728476821192,0.3686043532759422
0.6390728476821192,0.36836993449943256
0.6349337748344371,0.3679072551266682
0.6367549668874172,0.3669669854335002
0.6389072847682119,0.3691213585388004
0.6360927152317881,0.3675141960141128
0.640728476821192,0.3708497954583812
0.6384105960264901,0.3705956100178954
0.6375827814569537,0.36866790418352446
0.6367549668874172,0.36914696174371664
0.6369205298013245,0.369507374079295
0.6395695364238411,0.3680114352995242
0.6364238410596027,0.3677210514565119
0.6362582781456954,0.3683898977910659
0.6369205298013245,0.3690203904075404
0.6352649006622516,0.36896534874884135
0.6413907284768212,0.3705115492649959
0.6387417218543047,0.36987689759639986
0.6400662251655629,0.3697583553223223
0.6382450331125827,0.3687754969946326
0.6412251655629139,0.3698641512312816
