Hit Ratio,NDCG
0.5332781456953642,0.2979609809421499
0.5783112582781457,0.3265937853918736
0.601158940397351,0.33738722901645757
0.6074503311258278,0.34390517756000083
0.6150662251655629,0.34777913143066974
0.618046357615894,0.354134072345808
0.6322847682119205,0.36173152253609825
0.6375827814569537,0.3646795480062449
0.6420529801324504,0.3704990661316642
0.6423841059602649,0.3728568542830584
0.6518211920529802,0.37811376165060323
0.6539735099337748,0.38008399312728747
0.6566225165562913,0.38319685710531287
0.6556291390728477,0.38593618607576324
0.66158940397351,0.38851370561531623
0.6562913907284769,0.386697873864225
0.6653973509933775,0.3919550274317818
0.6600993377483444,0.3908397379652709
0.6642384105960265,0.3923952798495771
0.6645695364238411,0.39170188623923774
0.6657284768211921,0.3929680312784454
0.668046357615894,0.3960145625886785
0.6710264900662252,0.3981667493984605
0.6660596026490067,0.3967990109849448
0.6678807947019868,0.39904475756458324
0.6708609271523179,0.3987421485464903
0.6687086092715232,0.396711263436214
0.6670529801324503,0.39820641886651553
0.6706953642384106,0.3991730003959722
0.6725165562913907,0.3985315614957773
0.6682119205298013,0.3960466229269303
0.6735099337748345,0.39791292433669995
0.6673841059602649,0.3962698254167301
0.677317880794702,0.4001591702579532
0.666887417218543,0.39401842805464155
0.6683774834437086,0.39611253004210706
0.6706953642384106,0.40094594286456775
0.670364238410596,0.3986016568154962
0.671523178807947,0.3995209208522504
0.6693708609271524,0.39752319342020426
0.6683774834437086,0.39807436279918873
0.6716887417218543,0.3986833570916503
0.6690397350993378,0.39834381968966487
0.668046357615894,0.3972277417209094
0.6698675496688742,0.3984073343776537
0.6653973509933775,0.39748641052817346
0.6624172185430464,0.3958556981508936
0.668046357615894,0.39994735533848147
0.6682119205298013,0.3978626578854029
0.6690397350993378,0.397670546167066
