Hit Ratio,NDCG
0.4435430463576159,0.2463616437478693
0.44503311258278144,0.2478473801190305
0.48327814569536426,0.2656792569393257
0.5326158940397351,0.2947440131541186
0.5619205298013245,0.3167118022586217
0.5920529801324503,0.33179901112643595
0.6077814569536424,0.3465837236573644
0.6077814569536424,0.35008273750566
0.618046357615894,0.34952908196188576
0.6256622516556292,0.3547730780159862
0.6326158940397351,0.36093758809992527
0.6346026490066226,0.3630496149026281
0.6389072847682119,0.36721339783588564
0.6352649006622516,0.36425663215824794
0.6307947019867549,0.363610698353843
0.6389072847682119,0.3685580602536393
0.6360927152317881,0.3693873817735671
0.6380794701986755,0.36884825701739543
0.6370860927152318,0.36786439155682704
0.6450331125827815,0.3695537671328287
0.6420529801324504,0.36946048378938656
0.6420529801324504,0.3710576679356517
0.6334437086092716,0.36603773446605414
0.6374172185430463,0.368412795215014
0.6473509933774835,0.3768397671884998
0.6428807947019868,0.37390051399306745
0.6423841059602649,0.37245046734123083
0.6476821192052981,0.37560416553614756
0.6486754966887417,0.3761523377947675
0.6437086092715232,0.3712522131238475
0.6460264900662251,0.37413323021204864
0.6451986754966887,0.37600656903931134
0.6438741721854304,0.37533211732830474
0.645364238410596,0.3767259692944973
0.6433774834437086,0.37436779323502667
0.6415562913907285,0.373403161811401
0.6470198675496689,0.3762230378284835
0.6485099337748345,0.3748367661755602
0.6483443708609271,0.37427490086241033
0.6405629139072848,0.3732999164526334
0.6433774834437086,0.37372644354531426
0.6445364238410596,0.3739832891758029
0.6496688741721854,0.3775694629084917
0.6466887417218543,0.3754316667049389
0.6450331125827815,0.37505655110777714
0.6495033112582781,0.37604949310814045
0.6471854304635761,0.37544499602802384
0.6513245033112582,0.37918963461315397
0.6476821192052981,0.37900563805944715
0.6485099337748345,0.3757221656873006
