Epoch,Hit Ratio,NDCG
0,0.44834437086092715,0.24601063376023596
1,0.48774834437086095,0.2702589499066929
2,0.5182119205298014,0.2905178634189713
3,0.5438741721854304,0.3019646226327453
4,0.5581125827814569,0.31157402398437767
5,0.5756622516556291,0.3226344835365424
6,0.5860927152317881,0.33101385833072416
7,0.5903973509933775,0.33577639695533024
8,0.5985099337748344,0.3410325611488815
9,0.6066225165562914,0.34812541718435014
10,0.6071192052980132,0.3473023548691474
11,0.6124172185430463,0.35146888182504404
12,0.6182119205298013,0.3560243561205228
13,0.6225165562913907,0.3573579107456206
14,0.6246688741721854,0.36030913683358523
15,0.6307947019867549,0.36474383246905995
16,0.6266556291390728,0.363828932924123
17,0.6302980132450331,0.36849392342690496
18,0.6375827814569537,0.36902894835951383
19,0.6372516556291391,0.3706565176935464
20,0.6307947019867549,0.36914325453866914
21,0.6359271523178808,0.36917992463259586
22,0.6455298013245033,0.3736438641024922
23,0.6410596026490066,0.3700191431702115
24,0.6468543046357615,0.37289353639464856
25,0.641887417218543,0.3736469249785576
26,0.6466887417218543,0.3754283367067255
27,0.6400662251655629,0.3727127947091183
28,0.6422185430463576,0.37407316824674924
29,0.6433774834437086,0.37558155992258113
30,0.6437086092715232,0.37439042193652555
31,0.6455298013245033,0.37687544040179244
32,0.6455298013245033,0.37583150015300104
33,0.6491721854304636,0.37896112572806645
34,0.6437086092715232,0.37533301129647606
35,0.6468543046357615,0.378768916547415
36,0.6450331125827815,0.37663489977941544
37,0.6470198675496689,0.3792456809984855
38,0.6470198675496689,0.3778645241463571
39,0.648841059602649,0.3796524837080189
40,0.6475165562913907,0.37718056121613663
41,0.6433774834437086,0.37796007533609355
42,0.6508278145695364,0.38094044839319746
43,0.6466887417218543,0.3777003217790686
44,0.6420529801324504,0.37711555465622343
45,0.645364238410596,0.37894393111060143
46,0.6475165562913907,0.38049144590886863
47,0.6463576158940397,0.3781005576607236
48,0.6503311258278146,0.3796993826145309
49,0.6504966887417218,0.381477304548095
50,0.651158940397351,0.3806542058073849
51,0.6463576158940397,0.3779026920619442
52,0.6483443708609271,0.38054492230443443
53,0.6514900662251656,0.3812024962654892
54,0.6561258278145695,0.3825791067553408
55,0.6516556291390728,0.3815079969692029
56,0.6508278145695364,0.38045987733008624
57,0.6524834437086092,0.38463788764656
58,0.6554635761589404,0.38451079523266185
59,0.6544701986754967,0.384176222139827
60,0.6506622516556292,0.3823185290434885
61,0.654635761589404,0.3844366140341175
62,0.6536423841059603,0.3845846205779616
63,0.6486754966887417,0.3807762620967184
64,0.6544701986754967,0.38366436631357564
65,0.6518211920529802,0.38239555848869944
66,0.6594370860927152,0.38666845894949514
67,0.6559602649006623,0.3849073936588923
68,0.6529801324503312,0.3832149827334409
69,0.6577814569536424,0.3862967116957277
70,0.6557947019867549,0.38345995761184387
71,0.6556291390728477,0.3841191546765382
72,0.6572847682119205,0.3848105324765302
73,0.6586092715231788,0.387955665296468
74,0.6562913907284769,0.38363543445843207
75,0.6562913907284769,0.3870939704619833
76,0.6528145695364238,0.38534706250317813
77,0.6574503311258278,0.386945845095362
78,0.6587748344370861,0.387246176052205
79,0.6577814569536424,0.3851469827589603
80,0.6562913907284769,0.3842342224892728
81,0.6503311258278146,0.3815626706839309
82,0.6602649006622516,0.38862754846587955
83,0.6557947019867549,0.3857658773370537
84,0.6600993377483444,0.3862707134419326
85,0.6581125827814569,0.38784807796069565
86,0.6562913907284769,0.3880371902115799
87,0.6622516556291391,0.38794967327089386
88,0.6548013245033113,0.3870675170487864
89,0.6597682119205298,0.38825763690382437
90,0.6572847682119205,0.38769157675786325
91,0.6566225165562913,0.3883110974546171
92,0.6591059602649006,0.38661524964953375
93,0.6569536423841059,0.385562375595446
94,0.6579470198675497,0.3858701991025792
95,0.6557947019867549,0.3870492474178221
96,0.6548013245033113,0.3867163897691716
97,0.6597682119205298,0.3898765568417406
98,0.6596026490066225,0.3900944707332456
99,0.6587748344370861,0.38848937798387556
