Epoch,Hit Ratio,NDCG
0,0.45778145695364236,0.24545699117073078
1,0.5155629139072848,0.2846018768983057
2,0.5647350993377483,0.31490846270929335
3,0.5966887417218543,0.33251610512641916
4,0.6028145695364239,0.34234841658206816
5,0.6213576158940397,0.3542248863504676
6,0.6364238410596027,0.3678450221540338
7,0.6450331125827815,0.3736366897998068
8,0.6483443708609271,0.3777253453519907
9,0.6531456953642384,0.38163288660807304
10,0.6625827814569536,0.3874640643380729
11,0.6597682119205298,0.38732440736635826
12,0.6642384105960265,0.3898415321922757
13,0.6642384105960265,0.39123091237322677
14,0.6677152317880795,0.3931674399802507
15,0.6647350993377483,0.394214975227923
16,0.6662251655629139,0.3956650706841005
17,0.6721854304635762,0.39762213407793373
18,0.6753311258278145,0.40163762721552637
19,0.6728476821192053,0.3999719381886105
20,0.6700331125827814,0.3996968566352136
21,0.6725165562913907,0.4007523456039683
22,0.6698675496688742,0.3976233161836083
23,0.676158940397351,0.40277415707847697
24,0.6763245033112583,0.40321460299471334
25,0.6716887417218543,0.4009711769331295
26,0.678476821192053,0.4014847905677995
27,0.6745033112582781,0.4026914056648924
28,0.6731788079470199,0.4016621490801068
29,0.6783112582781456,0.4041085824216121
30,0.676158940397351,0.40412395328920947
31,0.6748344370860927,0.40213247753768516
32,0.676158940397351,0.4083264852725884
33,0.6738410596026491,0.4031879884984622
34,0.6774834437086092,0.40487499016698625
35,0.672682119205298,0.40520548995104827
36,0.6740066225165563,0.4050237544005191
37,0.6723509933774835,0.40106008008351424
38,0.6730132450331126,0.4004962610451673
39,0.6754966887417219,0.4020151975601135
40,0.6716887417218543,0.39934332243936593
41,0.6783112582781456,0.40392752961599476
42,0.6793046357615894,0.406326683398152
43,0.6730132450331126,0.4039035684796571
44,0.6759933774834437,0.4034246448757194
45,0.6812913907284768,0.4068740197243155
46,0.6754966887417219,0.4039725081835791
47,0.6756622516556291,0.4056081266425383
48,0.6711920529801324,0.4029692074323912
49,0.6768211920529801,0.40284420923880715
50,0.6701986754966888,0.4027423802712476
51,0.6763245033112583,0.40609700070751753
52,0.6741721854304635,0.40432566172843015
53,0.6740066225165563,0.40198055232996494
54,0.6725165562913907,0.40421305535466817
55,0.6756622516556291,0.4039968717952944
56,0.6687086092715232,0.40212374297313247
57,0.6677152317880795,0.4022493131573418
58,0.6706953642384106,0.4031218973268208
59,0.6741721854304635,0.4026247717256957
60,0.6758278145695364,0.40488292277148397
61,0.6710264900662252,0.4030583952429191
62,0.6774834437086092,0.406883129072285
63,0.6799668874172186,0.40735604867807557
64,0.6748344370860927,0.4023274587522752
65,0.6728476821192053,0.4042380009364105
66,0.6824503311258279,0.4087966798514567
67,0.6768211920529801,0.4057028129162344
68,0.6690397350993378,0.40304770635762643
69,0.6763245033112583,0.4042352601867102
70,0.675,0.4041849128266916
71,0.6829470198675497,0.4080608534294301
72,0.6794701986754967,0.40583378701604134
73,0.6771523178807947,0.4053791207343455
74,0.6774834437086092,0.40396531061760793
75,0.671523178807947,0.40190149555886895
76,0.6730132450331126,0.40547593018096273
77,0.6756622516556291,0.40358030124155625
78,0.676158940397351,0.4059093077532336
79,0.6746688741721855,0.4043605381981883
80,0.6705298013245033,0.40264299764108585
81,0.6725165562913907,0.40441156672267026
82,0.6706953642384106,0.4025899596970635
83,0.6814569536423841,0.40995971377365364
84,0.6745033112582781,0.40444662145326277
85,0.6789735099337748,0.4060970756408551
86,0.6735099337748345,0.4068911229508444
87,0.6731788079470199,0.4064159465085434
88,0.6786423841059602,0.4082475063536615
89,0.6819536423841059,0.4082689141165706
90,0.6789735099337748,0.4097003860978879
91,0.6701986754966888,0.40526367308980554
92,0.6759933774834437,0.4052055352221639
93,0.6716887417218543,0.4040063426932951
94,0.6735099337748345,0.40407739422210603
95,0.6766556291390728,0.4096134180724972
96,0.6721854304635762,0.406430899236288
97,0.6725165562913907,0.4077017373551944
98,0.6733443708609271,0.40646428198783874
99,0.6731788079470199,0.4054310803814884
